id_posto,razao_posto,cnpj_posto,endereco_posto,bairro_posto,cep_posto,uf_posto,munic_posto,nota_posto
11979,"AUTO POSTO M5 EIRELI",16991306000197,"AVENIDA   MBOI GUACU,  20","JARDIM ARACATI",4949000,SP,"SAO PAULO",7
11980,"POSTO PRINCESA DO ALVARENGA LTDA - EPP",17055425000109,"ESTRADA DOALVARENGA,  2201","BALNEARIO MAR PAULISTA",4467000,SP,"SAO PAULO",3
11981,"POSTO DE SERVICOS ANHANGUERA EIRELI",17071876000121,"RUA INACIO LUIS DA COSTA,  534","PARQUE SAO DOMINGOS",5112010,SP,"SAO PAULO",4
11982,"AUTO POSTO NOVO GIOVANNA I LTDA",17118319000119,"AVENIDA ROLAND GARROS,  975","JARDIM BRASIL",2235000,SP,"SAO PAULO",9
11983,"CENTRO AUTOMOTIVO ACC RADIAL LTDA",17129994000143,"RUA MELO FREIRE,  1950",TATUAPE,3314030,SP,"SAO PAULO",10
11984,"AUTO POSTO JURUPIS EIRELI",17134686000106,"ALAMEDA DOS JURUPIS,  1299",INDIANOPOLIS,4088003,SP,"SAO PAULO",4
11985,"DEXON AUTO POSTO LTDA",17306058000160,"AVENIDA VEREADOR JOAO DE LUCA,  1777","JARDIM PRUDENCIA",4381001,SP,"SAO PAULO",6
11986,"CENTRO AUTOMOTIVO LAGO VITORIA LTDA",17321139000130,"RUA MARECHAL TITO,  1118","SAO MIGUEL PAULISTA",8010090,SP,"SAO PAULO",4
11987,"AUTO POSTO MAR VIDA LTDA",17423801000162,"AVENIDA   NORDESTINA,  1291","SÃO MIGUEL PAULISTA",8021010,SP,"SAO PAULO",8
11988,"CENTRO AUTOMOTIVO TANNAT LTDA",17617672000143,"AVENIDA ALCANTARA MACHADO,  3.500","QUARTA PARADA",3302000,SP,"SAO PAULO",8
11989,"AUTO POSTO RAGUEB PETRO LTDA",17897139000182,"AVENIDA RAGUEB CHOHFI,  3693","PARQUE BOA ESPERANCA",8341420,SP,"SAO PAULO",5
11990,"AUTO POSTO CHABIN LTDA",18304021000166,"RUA SANTA CRUZ,  965","VILA MARIANA",4121000,SP,"SAO PAULO",7
11991,"AUTO POSTO LEAO DO BELEM LTDA",18435075000160,"RUA CATUMBI,  371",BELEM,3021000,SP,"SAO PAULO",8
11992,"AUTO POSTO DACAR LTDA.",18522781000140,"RUA AGUIA DE HAIA,  583","ARTUR ALVIN",3694000,SP,"SAO PAULO",5
11993,"AUTO POSTO ADRIATICA LTDA",18558605000168,"AVENIDA ROQUE PETRONI JUNIOR,  549","VILA CORDEIRO",4707000,SP,"SAO PAULO",5
11994,"AUTO POSTO JORLI LTDA",18712333000109,"RUA GUAIAUNA,  497",GUAIAUNA,3631000,SP,"SAO PAULO",7
11995,"AUTO POSTO TREVO DA SORTE LTDA",18765781000170,"RUA IBITIRAMA,  704","VILA PRUDENTE",3133100,SP,"SAO PAULO",6
11996,"POSTO DE SERVICOS NOVA NORDESTINA LTDA",19092849000160,"RUA MOACIR DANTAS ITAPICURU,  53","CIDADE NOVA SÃO MIGUEL",8042290,SP,"SAO PAULO",3
11997,"POSTO DE SERVICOS NOVA DAMASIO LTDA",19092852000184,"RUA DAMASIO PINTO,  265",ITAQUERA,8247000,SP,"SAO PAULO",10
11998,"AUTO POSTO RENOVO LTDA",19227241000104,"AVENIDA KEMEL ADDAS,  780","CIDADE KEMEL",8130485,SP,"SAO PAULO",7
11999,"POSTO DE SERVIÇOS LINS LTDA",19315338000160,"AVENIDA CONSELHEIROCARRAO,  800","CHACARA CALIFORNIA",3402000,SP,"SAO PAULO",4
12000,"POSTO DE SERVIÇOS TROVÃO LTDA",19380156000173,"AVENIDA DOORATORIO,  2782","PARQUE SAO LUCAS",3220100,SP,"SAO PAULO",5
12001,"AUTO POSTO MARMELL LTDA",19396151000139,"AVENIDA REGUEB CHOHFI,  4000","JARDIM AUGUSTA",8341410,SP,"SAO PAULO",6
12002,"AUTO POSTO GENESIS J.A. LTDA",19643397000168,"AVENIDA DOS IMARES,  716",INDIANOPOLIS,4085001,SP,"SAO PAULO",9
12003,"AUTO POSTO BUFFALO COMBUSTIVEIS LTDA",20033242000199,"ESTRADA ITAQUERA-GUAIANAZES,  1130","VL 15 DE NOVEMBRO",8250010,SP,"SAO PAULO",5
12004,"CENTRO AUTOMOTIVO THOMAS EDISON LTDA",20190819000176,"AVENIDA THOMAS EDISON,  700","BARRA FUNDA",1140001,SP,"SAO PAULO",9
12005,"AUTO POSTO SENARIS BELLO LTDA.",20514988000114,"AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,  365","CIDADE MONCOES",4571010,SP,"SAO PAULO",3
12006,"CENTRO AUTOMOTIVO JARDIM JACANA LTDA",20684089000160,"AVENIDA ANTONELO DA MESSINA,  516","SITIO DO PIQUERI",2318000,SP,"SAO PAULO",9
12007,"AUTO POSTO REI DO TATUAPE LTDA",20750878000151,"AVENIDA CELSO GARCIA,  5471",TATUAPE,3063000,SP,"SAO PAULO",7
12008,"CENTRO AUTOMOTIVO PARQUE DO CARMO LTDA",20881494000178,"RUA OSVALDO PUCCI,  40","JARDIM NOSSA SENHORA DO CARMO",8270700,SP,"SAO PAULO",8
12009,"CENTRO AUTOMOTIVO MOSCATEL LTDA",21042671000195,"AVENIDA SALIM FARAH MALUF,  1.999",TATUAPE,3076000,SP,"SAO PAULO",10
12010,"CENTRO AUTOMOTIVO NHAMBIQUARAS LTDA",21248520000198,"ALAMEDA DOS NHAMBIQUARAS,  1555",INDIANOPOLIS,4090013,SP,"SAO PAULO",6
12011,"AUTO POSTO WH33 LTDA",21372505000157,"RUA JOAO ALFREDO,  641","SANTO AMARO",4747001,SP,"SAO PAULO",5
12012,"CENTRO COMERCIAL PORTAL DE ITAQUERA LTDA",21534226000142,"AVENIDA ITAQUERA,  7597","VILA CARMOSINA",8295001,SP,"SAO PAULO",9
12013,"AUTO POSTO ZAKI NARCHI LTDA",21556810000107,"RUA ANTONIO DOS SANTOS NETO,  246",CARANDIRU,2028020,SP,"SAO PAULO",7
12014,"AUTO POSTO E SERVICOS CURVAO LTDA",21960361000150,"RUA MARCIO BECK MACHADO,  150","CIDADE TIRADENTES",8485455,SP,"SAO PAULO",5
12015,"AMF AEROPORTO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA",21962475000139,"AVENIDA WASHINGTON LUIS,  5730","SANTO AMARO",4626001,SP,"SAO PAULO",7
12016,"CENTRO AUTOMOTIVO RUA DOS TRILHOS LTDA",22118875000125,"RUA DOS TRILHOS,  137",MOOCA,3168005,SP,"SAO PAULO",10
12017,"AUTO POSTO ALVORADA DA VILA LTDA",22406880000133,"RUA ALVILANDIA,  20","VILA MADALENA",5449070,SP,"SAO PAULO",10
12018,"COLISEU COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA",22988249000190,"AVENIDA GIOVANNI GRONCHI,  6775","VILA ANDRADE",5724005,SP,"SAO PAULO",5
12019,"CENTRO AUTOMOTIVO CASTANHEIRA LTDA",23398984000106,"AVENIDA MATEO BEI,  1271","SAO MATEUS",3949011,SP,"SAO PAULO",8
12020,"MODENA AUTO POSTO LTDA",23445146000146,"ESTRADA DO M BOI MIRIM,  3060","JARDIM COIMBRA",4932306,SP,"SAO PAULO",5
12021,"AUTO POSTO GIGANTE DA ENGENHEIRO LTDA",24052736000171,"AVENIDA ENGENHEIRO CAETANO ALVARES,  2777",IMIRIM,2540003,SP,"SAO PAULO",7
12022,"AUTO POSTO MARIA CANDIDA LTDA",24474137000146,"RUA MARIA CANDIDA,  1.619","VILA GUILHERME",2071012,SP,"SAO PAULO",7
12023,"AUTO POSTO E SERVICOS 19 DE JANEIRO LTDA",24523091000108,"AVENIDA DEZENOVE DE JANEIRO,  629","VILA CARRAO",3449000,SP,"SAO PAULO",3
12024,"AUTO POSTO FONTALES LTDA",24633449000155,"RUA USHIKICHI KAMYA,  1330","PARQUE CASA DE PEDRA",2323000,SP,"SAO PAULO",4
12025,"CENTRO AUTOMOTIVO GABRIEL SARAIVA LTDA",25298301000174,"AVENIDA SADAMU INOUE,  6170","JARDIM CASA GRANDE",4865005,SP,"SAO PAULO",5
12026,"AUTO POSTO VILA ITABERABA LTDA",26227569000188,"ESTRADA LAZARO AMANCIO DE BARROS,  492","VILA ITABERABA",2846010,SP,"SAO PAULO",3
12027,"AUTO POSTO RODEDA LTDA",26592579000112,"AVENIDA ELISIO CORDEIRO DE SIQUEIRA,  191","JARDIM SANTO ELIAS",5136000,SP,"SAO PAULO",7
12028,"AUTO POSTO VILA VERA LTDA",26700338000140,"RUA VERGUEIRO,  8958","VILA FIRMIANO PINTO",4272300,SP,"SAO PAULO",6
12029,"AUTO POSTO QUINTO LTDA",26751240000111,"AVENIDA SAO MIGUEL,  6095","VILA NORMA",8070002,SP,"SAO PAULO",6
12030,"GDO PARTICIPACOES S/A",27751075014382,"RUA JOSE RAMON URTIZA,  1230","VILA ANDRADE",5717270,SP,"SAO PAULO",4
12031,"AUTO POSTO JWM LTDA",28072219000115,"RUA VERGUEIRO,  6689","VILA FIRMIANO PINTO",4273100,SP,"SAO PAULO",9
12032,"AUTO POSTO ARCA LTDA",28345060000165,"RUA PAULO BARBOSA,  322",IPIRANGA,4201080,SP,"SAO PAULO",8
12033,"AUTO POSTO PRIMEIRA PARADA LTDA",28399835000185,"RUA DA MOOCA,  1126",MOOCA,3104010,SP,"SAO PAULO",6
12034,"CENTRO AUTOMOTIVO HIMALAIA LTDA",29549980000168,"AVENIDA DO ORATORIO,  5720","JARDIM ANGELA (ZONA LESTE)",3220300,SP,"SAO PAULO",3
12035,"AUTO POSTO CIDADE ONE AMAURI LTDA",29808999000181,"AVENIDA CIDADE JARDIM,  589","ITAIM BIBI",1453000,SP,"SAO PAULO",8
12036,"AUTO POSTO NICE DE INTERLAGOS LTDA.",29860499000199,"AVENIDA INTERLAGOS,  3918","JARDIM MARAJOARA",4660007,SP,"SAO PAULO",8
12037,"POSTO DE SERVICOS DUBLIM LTDA",31938633000179,"AVENIDA MARECHAL TITO,  5350","ITAIM PAULISTA",8115000,SP,"SAO PAULO",4
12038,"AUTO POSTO VILA MANZINI LTDA",32462610000101,"AVENIDA VITOR MANZINI,  450","SANTO AMARO",4745060,SP,"SAO PAULO",8
12039,"AUTO POSTO GIGANTE DA TEOTONIO LTDA",32677275000150,"AVENIDA SEN TEOTONIO VILELA,  6360","JARDIM SAO RAFAEL",4864002,SP,"SAO PAULO",9
12040,"AUTO POSTO MAXIMUS LTDA",33047386000146,"AVENIDA VITAL BRASIL,  730",BUTANTA,5503000,SP,"SAO PAULO",5
12041,"AUTO POSTO MODELO DO IMIRIM LTDA",33554207000167,"AVENIDA IMIRIM,  2185",IMIRIM,2465200,SP,"SAO PAULO",10
12042,"DOPERI COMERCIO DE COMBUSTIVEIS EIRELI",33905077000160,"RUA RANGEL DE ALMEIDA,  20","VILA CONTINENTAL",2616120,SP,"SAO PAULO",9
12043,"AUTO POSTO BLACK HORSE LTDA",34701857000150,"AVENIDA PROF LUIZ IGNACIO ANHAIA MELLO,  8051","VILA EMA",3295100,SP,"SAO PAULO",5
12044,"F.G ITAIM AUTO POSTO LTDA",34728531000117,"AVENIDA STO AMARO,  320","VILA NOVA CONCEICAO",4506000,SP,"SAO PAULO",5
12045,"CENTRO AUTOMOTIVO PILAR DO TIETE LTDA",34855093000158,"RUA DR EDGARD THEOTONIO SANTANA,  492","PARQUE INDUSTRIAL TOMAS EDSON",1140030,SP,"SAO PAULO",6
12046,"AUTO POSTO CONQUISTA PENHA DE FRANCA EIRELI",35623084000102,"AVENIDA GABRIELA MISTRAL,  556","PENHA DE FRANCA",3701000,SP,"SAO PAULO",5
12047,"CENTRO AUTOMOTIVO BLUE MACHINE LTDA.",35806808000145,"AVENIDA PROF FRANCISCO MORATO,  6155","VILA SONIA",5521400,SP,"SAO PAULO",6
12048,"AUTO POSTO OSAKA LTDA",35831022000188,"RUA GUAIPA,  1028","VILA LEOPOLDINA",5089000,SP,"SAO PAULO",9
12049,"CENTRO AUTOMOTIVO AGUA MARINHA LTDA",36451182000164,"AVENIDA DO RIO BONITO,  1011",SOCORRO,4776001,SP,"SAO PAULO",3
12050,"CENTRO AUTOMOTIVO BLUE MIAMI LTDA",37654527000140,"AVENIDA EDU CHAVES,  553","PARQUE EDU CHAVES",2229000,SP,"SAO PAULO",7
12051,"ML20 IMIGRANTES AUTO POSTO LTDA",37832095000110,"AVENIDA MIGUEL ESTEFNO,  1663",SAUDE,4301011,SP,"SAO PAULO",7
12052,"CENTRO AUTOMOTIVO MOURISCO LTDA",38335454000196,"AVENIDA REG FEIJO,  1111","VILA REGENTE FEIJO",3342000,SP,"SAO PAULO",8
12053,"JET 7 POSTOS E SERVIÇOS LTDA",39007232000107,"RUA PADRE JOSE DA ANCHIETA,  964","JARDIM BOA VISTA",4742000,SP,"SAO PAULO",8
12054,"AUTO POSTO REDE BAN LTDA",39310504000143,"AVENIDA ARICANDUVA,  4777","VILA ARICANDUVA",3527000,SP,"SAO PAULO",6
12055,"AUTO POSTO BOSQUE CURSINO LTDA",39765171000147,"AVENIDA DO CURSINO,  1106",SAUDE,4132000,SP,"SAO PAULO",8
12056,"IRLANDES POSTO DE SERVICOS LTDA",40801977000122,"AVENIDA PROF LUIZ IGNACIO ANHAIA MELLO,  8170","VILA DIVINA PASTORA",3294200,SP,"SAO PAULO",3
12057,"AUTO POSTO QU4RTETO FANTASTICO LTDA",40856847000197,"AVENIDA NORDESTINA,  2718","CIDADE NOVA SAO MIGUEL",8042117,SP,"SAO PAULO",6
12058,"MAG 1 CENTRO DE SERVICOS LTDA",40885810000197,"RUA NOVA DO TUPAROQUERA,  51","JARDIM NOVO SANTO AMARO",5820200,SP,"SAO PAULO",4
12059,"AUTO POSTO BARAO DA ASSIS LTDA",41517372000177,"RUA DR ASSIS RIBEIRO,  5138","ERMELINO MATARAZZO",3827000,SP,"SAO PAULO",7
12060,"AUTO POSTO BENFICA LTDA.",41573562000101,"ESTRADA MBOI MIRIM,  420","JARDIM DAS FLORES",4905000,SP,"SAO PAULO",3
12061,"AUTO POSTO REDE BAN 2 LTDA",42108581000120,"AVENIDA BELARMINO FERREIRA,  300","JARDIM ARIZE",3573090,SP,"SAO PAULO",6
12062,"AUTO POSTO GIGANTE DO PESSEGO LTDA",42159489000199,"AVENIDA JACU-PESSEGO/N. TRABALHADORES,  447","VILA JACUI",8050099,SP,"SAO PAULO",10
12063,"CAPRI AUTO POSTO LTDA",43012665000128,"AVENIDA DEPUTADO EMILIO CARLOS,  2153","VILA SANTA MARIA",2721100,SP,"SAO PAULO",4
12064,"AUTO POSTO CALON LTDA",43030030000153,"AVENIDA CANGAIBA,  1950",CANGAÍBA,3712000,SP,"SAO PAULO",10
12065,"OURO VELHO AUTOMOVEIS E SERVICOS LTDA",43059997000168,"RUA CEL DIOGO,  650","JARDIM GLORIA",1545000,SP,"SAO PAULO",6
12066,"STILUS AUTO POSTO LTDA",43175199000100,"AVENIDA INCONFIDENCIA MINEIRA,  959","VILA RICA",39110000,SP,"SAO PAULO",7
12067,"AUTO POSTO EWAMARO LTDA",43177872000132,"AVENIDA CONDESSA ELIZABETH DE ROBIANO,  S/N","VILA GUILHERME",3704000,SP,"SAO PAULO",7
12068,"AUTO POSTO VELEIROS LTDA",43185800000137,"AVENIDA DO RIO BONITO,  939",VELEIROS,4776001,SP,"SAO PAULO",3
12069,"AUTO POSTO HELIODORA LTDA",43223197000130,"RUA HELIODORA,  204","JARDIM SAO BENTO",2022050,SP,"SAO PAULO",6
12070,"AUTOMOTIVO SANTA CATARINALTDA",43235423000101,"AVENIDA SANTA CATARINA,  2951","VL STA CATARINA",4378500,SP,"SAO PAULO",6
12071,"CALUANA COMBUSTIVEIS E SERVICOS LTDA",43286426000166,"AVENIDA POMPEIA,  1682",POMPEIA,5022001,SP,"SAO PAULO",10
12072,"ALUISIO MAKOTO MIYADA",43310523000147,"AVENIDA PROF FRANCISCO MORATO,  3077","VILA SONIA",5513400,SP,"SAO PAULO",9
12073,"SERVICENTER AUTO POSTO GRAN PARA LTDA",43320035000110,"AVENIDA SANTA CATARINA,  2276","VILA SANTA CATARINA",4378200,SP,"SAO PAULO",5
12074,"AUTO POSTO GRANA LTDA",43339001000178,"RUA CONS CARRAO,  501","BELA VISTA",1328000,SP,"SAO PAULO",6
12075,"AUTO POSTO SERRA DE BRAGANCA LTDA",43386838000178,"RUA SERRA DE BRAGANCA,  1675",TATUAPE,3318000,SP,"SAO PAULO",10
12076,"AUTO POSTO MANCHESTER LTDA",43389105000197,"RUA TAMAINDE,  1153","VL NOVA MANCHESTER",3444000,SP,"SAO PAULO",6
12077,"POSTO JD HELENA COM DE DERIVADOS DE PETROLEO LTDA",43396563000153,"ESTRADA DE ITAQUERA-GUAIANAZES,  2392",GUAIANAZES,8420000,SP,"SAO PAULO",9
12078,"AUTO POSTO IRMAOS MELO LTDA",43400670000108,"AVENIDA GUILHERME GIORGI,  795","VILA CARRÃO",3422000,SP,"SAO PAULO",9
12079,"POSTO GASPARZINHO LTDA",43400969000162,"AVENIDA AGUIA DE HAIA,  2600","CID AE CARVALHO",3694000,SP,"SAO PAULO",8
12080,"POSTO DE SERVICOS XIRIRICA LTDA",43493287000141,"RUA TAUBATE,  686","VILA CARRÃO",3433000,SP,"SAO PAULO",3
12081,"POSTO DE SERVICO BANDEIRALTDA",43502624000110,"ESTRADA DE SAO MIGUEL,  3771","SAO MIGUEL PAULISTA",8210040,SP,"SAO PAULO",3
12082,"AUTO POSTO MONTANA LTDA",43513001000142,"RUA VERGUEIRO,  2962","VILA MARIANA",4102001,SP,"SAO PAULO",7
12083,"POSTO DE SERVICO SIMBA LTDA",43518554000198,"AVENIDA PE ARLINDO VIEIRA,  1977","JD CLIMAX",4166002,SP,"SAO PAULO",9
12084,"AUTO POSTO PAULICEIA LTDA",43553122000118,"AVENIDA LEONCIO DE MAGALHAES,  1351","JD SAO PAULO",2042011,SP,"SAO PAULO",7
12085,"AUTO POSTO JOVEM LTDA",43602978000136,"RUA PLANETA,  591","VILA FORMOSA",3376010,SP,"SAO PAULO",6
12086,"AUTO POSTO NS 1885 LTDA",43679484000150,"AVENIDA NSRA DE SABARA,  1885","VILA SANTANA",4685004,SP,"SAO PAULO",4
12087,"POSTO DE SERVICO CONFIANCA LTDA",43700681000103,"AVENIDA MORVAM D DE FIGUEIREDO,  7035","VILA MARIA",2170000,SP,"SAO PAULO",9
12088,"AUTO POSTO CERVANTES LTDA.",43705065000145,"RUA INACIO CERVANTES,  1177","PARQUE IPE",5572000,SP,"SAO PAULO",6
12089,"AUTO POSTO TEODORO 565 LTDA",43708786000109,"RUA S TEODORO,  565","VILA CARMOSINA",8290005,SP,"SAO PAULO",3
12090,"AUTO POSTO CONSELHEIRO MOREIRA LTDA",43724304000104,"RUA CONS MOREIRA DE BARROS,  2374","LAUZANE PAULISTA",2430001,SP,"SAO PAULO",6
12091,"AUTO POSTO MARIA AMALIA LTDA",43729088000190,"RUA MARIA AMALIA LOPES AZEVEDO,  3392","VILA ALBERTINA",2350003,SP,"SAO PAULO",3
12092,"AUTO POSTO NIPO BRASILEIRO LTDA",43781772000110,"AVENIDA MAL TITO,  3501","JARDIM SILVA TELES",8160505,SP,"SAO PAULO",4
12093,"R. R. COMBUSTIVEIS LTDA",43802016000120,"RUA VERGUEIRO,  5065",IPIRANGA,4273000,SP,"SAO PAULO",10
12094,"AUTO POSTO JJ CORREIA ARRUDA LTDA",43829044000131,"RUA TTCEL JOSE JOAQUIM CORREIA ARRUDA,  545","VILA PORTUGUESA",2832000,SP,"SAO PAULO",10
12095,"AUTO POSTO PROFESSOR CARDOSO LTDA",43854508000160,"RUA PROF CARDOZO DE MELLO NETO,  70","JARDIM SANTA TEREZINHA (PEDREIRA)",4474180,SP,"SAO PAULO",7
12096,"AUTO POSTO JARDIM NORDESTE LTDA",43856897000162,"AVENIDA ESPERANTINA,  53","JARDIM NORDESTE",3692000,SP,"SAO PAULO",4
12097,"AUTO POSTO CEMBIRA LTDA",43857382000187,"AVENIDA COCA,  69","S MIGUEL PAULISTA",8030000,SP,"SAO PAULO",3
12098,"POSTO DE SERVICOS GOLAN LTDA",43878842000153,"AVENIDA SUMARE,  1549",PERDIZES,5016090,SP,"SAO PAULO",5
12099,"AUTO POSTO J E LTDA",43912831000142,"AVENIDA JOAQUINA RAMALHO,  151","VL GUILHERME",2065000,SP,"SAO PAULO",8
12100,"RF 7 POSTO DE SERVICOS LTDA",43946888000162,"RUA BELA CINTRA,  1507","CERQUEIRA CEZAR",1415001,SP,"SAO PAULO",10
12101,"AUTO POSTO ENGENHEIRO CAETANO LTDA",43977606000194,"AVENIDA MANDAQUI,  389",LIMAO,2550000,SP,"SAO PAULO",4
12102,"POSTO DE GASOLINA REGENTE LTDA",44039451000108,"RUA DOS MACHADOS,  101","VL GUILHERME",2052010,SP,"SAO PAULO",4
12103,"AUTO POSTO PARADA 688 LTDA",44039838000164,"AVENIDA PARADA PINTO,  688","VILA NOVA CACHOEIRINHA",2611002,SP,"SAO PAULO",8
12104,"AUTO POSTO PARQUE MANDAQUI LTDA",44061373000148,"AVENIDA STA INES,  494","PARQUE MANDAQUI",2415000,SP,"SAO PAULO",7
12105,"P S SANTA CECILIA LTDA",44066009000170,"RUA DOUTOR FREDERICO STEIDEL,  58","SANTA CECÍLIA",12250000,SP,"SAO PAULO",6
12106,"AUTO POSTO SAO EDUARDO LTDA",44091338000171,"AVENIDA CIPRIANO RODRIGUES,  998","VILA MATIAS",3361000,SP,"SAO PAULO",8
12107,"P.S. PLATINUM LTDA",44099653000145,"RUA PLATINA 540,  540",TATUAPÉ,33080100,SP,"SAO PAULO",3
12108,"AUTO POSTO UNIPRIMOS LTDA",44128882000140,"RUA TURIASSU,  1499",PERDIZES,5005001,SP,"SAO PAULO",7
12109,"AUTO POSTO GARCIA 5174 LTDA",44266648000180,"AVENIDA CELSO GARCIA,  5100",TATUAPE,3064000,SP,"SAO PAULO",4
12110,"AUTO POSTO TITO 347 LTDA",44671603000190,"AVENIDA MAL TITO,  347","SAO MIGUEL PAULISTA",8010090,SP,"SAO PAULO",10
12111,"AUTO POSTO NOVA MARAJO LTDA",44692302000143,"AVENIDA NOVA CANTAREIRA,  739",TUCURUVI,2331001,SP,"SAO PAULO",8
12112,"AUTO POSTO ENGENHEIRO 1200 LTDA",45151101000100,"AVENIDA ENG CAETANO ALVARES,  1200","SITIO DO MORRO",2553044,SP,"SAO PAULO",4
12113,"AUTO POSTO CORONEL SEZEFREDO 2 LTDA",45164362000156,"AVENIDA CEL SEZEFREDO FAGUNDES,  1816",TUCURUVI,2306002,SP,"SAO PAULO",9
12114,"AUTO POSTO NIPAO SAKINI LTDA",45521858000130,"AVENIDA OLIVEIRA FREIRE,  715","PARQUE PAULISTANO",8080570,SP,"SAO PAULO",4
12115,"C M AUTO POSTO LTDA",45542768000125,"RUA BRIG HAROLDO VELOSO,  501","ITAIM BIBI",4533080,SP,"SAO PAULO",8
12116,"AUTO POSTO BOSQUE DA SAUDE LTDA",45642204000164,"AVENIDA BOSQUE DA SAUDE,  639",SAUDE,4142091,SP,"SAO PAULO",5
12117,"AUTO POSTO PINEDO LTDA",45736961000105,"AVENIDA DE PINEDO,  57",SOCORRO,4764001,SP,"SAO PAULO",6
12118,"MAXICAR AUTO SERV. LTDA",46158986000123,"RUA JOSE MARIA LISBOA,  756","JARDIM AMÉRICA",1423001,SP,"SAO PAULO",7
12119,"AUTO POSTO CASUARINAS LTDA",46238502000156,"RUA DAS CASUARINAS,  20","VILA NOVA MAZZEI",2314100,SP,"SAO PAULO",5
12120,"AUTO POSTO AGUIA DO IBIRAPUERA LTDA.",46288559000160,"RUA MANUEL DA NOBREGA,  1360",PARAISO,4001004,SP,"SAO PAULO",4
12121,"AUTO POSTO BARTIRA LTDA",46332896000107,"RUA CARDOSO DE ALMEIDA,  1082",PERDIZES,5013001,SP,"SAO PAULO",8
12122,"POSTO JURUPARI LTDA",46370177000180,"RUA JURUPARI,  181","JD ORIENTAL",4348070,SP,"SAO PAULO",7
12123,"SIQLUB AUTO POSTO LTDA",46512893000155,"AVENIDA RIO DAS PEDRAS,  3100","VL NOVA YORK",3452200,SP,"SAO PAULO",5
12124,"AUTO POSTO RODOVIAS LTDA",46887394000142,"AVENIDA MORVAN DIAS FIGUEIREDO,  2605","VILA GUILHERME",2063000,SP,"SAO PAULO",8
12125,"ELITE POSTO DE SERVICOS LTDA",47114681000182,"ESTRADA DO ORATORIO,  3333","PRQ SAO LUCAS",3117000,SP,"SAO PAULO",8
12126,"AUTO POSTO DOURO LTDA",47166707000136,"AVENIDA DO ANASTACIO,  1145","PARQUE SAO DOMINGOS",5119000,SP,"SAO PAULO",10
12127,"AUTO  POSTO CHEKIANG LTDA",47396684000156,"AVENIDA ARQUITETO  VILANOVA ARTIGAS,  1540",SAPOPEMBA,3928240,SP,"SAO PAULO",5
